author,prob,chunk_id
Aeschylus,0.000465549,Aeschylus_Agamemnon-1
Aeschylus,0.000465549,Aeschylus_Agamemnon-10
Aeschylus,0.000465549,Aeschylus_Agamemnon-11
Aeschylus,0.000465549,Aeschylus_Agamemnon-12
Aeschylus,0.000465549,Aeschylus_Agamemnon-13
Aeschylus,0.000465549,Aeschylus_Agamemnon-14
Aeschylus,0.000465549,Aeschylus_Agamemnon-15
Aeschylus,0.000465549,Aeschylus_Agamemnon-16
Aeschylus,0.000465549,Aeschylus_Agamemnon-17
Aeschylus,0.000465549,Aeschylus_Agamemnon-18
Aeschylus,0.000465549,Aeschylus_Agamemnon-19
Aeschylus,0.000465549,Aeschylus_Agamemnon-2
Aeschylus,0.000465549,Aeschylus_Agamemnon-20
Aeschylus,0.000465549,Aeschylus_Agamemnon-21
Aeschylus,0.000465549,Aeschylus_Agamemnon-22
Aeschylus,0.000465549,Aeschylus_Agamemnon-23
Aeschylus,0.000465549,Aeschylus_Agamemnon-24
Aeschylus,0.000465549,Aeschylus_Agamemnon-25
Aeschylus,0.000465549,Aeschylus_Agamemnon-26
Aeschylus,0.000465549,Aeschylus_Agamemnon-27
Aeschylus,0.000465549,Aeschylus_Agamemnon-28
Aeschylus,0.000465549,Aeschylus_Agamemnon-29
Aeschylus,0.000465549,Aeschylus_Agamemnon-3
Aeschylus,0.000465549,Aeschylus_Agamemnon-30
Aeschylus,0.000465549,Aeschylus_Agamemnon-31
Aeschylus,0.000465549,Aeschylus_Agamemnon-32
Aeschylus,0.000465549,Aeschylus_Agamemnon-33
Aeschylus,0.000465549,Aeschylus_Agamemnon-34
Aeschylus,0.000465549,Aeschylus_Agamemnon-35
Aeschylus,0.000465549,Aeschylus_Agamemnon-36
Aeschylus,0.000465549,Aeschylus_Agamemnon-37
Aeschylus,0.000465549,Aeschylus_Agamemnon-38
Aeschylus,0,Aeschylus_Agamemnon-39
Aeschylus,0.000465549,Aeschylus_Agamemnon-4
Aeschylus,0.000465549,Aeschylus_Agamemnon-5
Aeschylus,0.000465549,Aeschylus_Agamemnon-6
Aeschylus,0.000465549,Aeschylus_Agamemnon-7
Aeschylus,0.000465549,Aeschylus_Agamemnon-8
Aeschylus,0.000465549,Aeschylus_Agamemnon-9
Aeschylus,0.000465549,Aeschylus_Ch-1
Aeschylus,0.000465549,Aeschylus_Ch-10
Aeschylus,0.000465549,Aeschylus_Ch-11
Aeschylus,0.000465549,Aeschylus_Ch-12
Aeschylus,0.000465549,Aeschylus_Ch-13
Aeschylus,0.000465549,Aeschylus_Ch-14
Aeschylus,0.000465549,Aeschylus_Ch-15
Aeschylus,0.000465549,Aeschylus_Ch-16
Aeschylus,0.000465549,Aeschylus_Ch-17
Aeschylus,0.000465549,Aeschylus_Ch-18
Aeschylus,0.000465549,Aeschylus_Ch-19
Aeschylus,0.000465549,Aeschylus_Ch-2
Aeschylus,0.000465549,Aeschylus_Ch-20
Aeschylus,0.000465549,Aeschylus_Ch-21
Aeschylus,0.000465549,Aeschylus_Ch-22
Aeschylus,0,Aeschylus_Ch-23
Aeschylus,0.000465549,Aeschylus_Ch-3
Aeschylus,0.000465549,Aeschylus_Ch-4
Aeschylus,0.000465549,Aeschylus_Ch-5
Aeschylus,0.000465549,Aeschylus_Ch-6
Aeschylus,0.000465549,Aeschylus_Ch-7
Aeschylus,0.000465549,Aeschylus_Ch-8
Aeschylus,0.000465549,Aeschylus_Ch-9
Aeschylus,0.000465549,Aeschylus_Eumenides-1
Aeschylus,0.000465549,Aeschylus_Eumenides-10
Aeschylus,0.000465549,Aeschylus_Eumenides-11
Aeschylus,0.000465549,Aeschylus_Eumenides-12
Aeschylus,0.000465549,Aeschylus_Eumenides-13
Aeschylus,0.000465549,Aeschylus_Eumenides-14
Aeschylus,0.000465549,Aeschylus_Eumenides-15
Aeschylus,0.000465549,Aeschylus_Eumenides-16
Aeschylus,0.000465549,Aeschylus_Eumenides-17
Aeschylus,0.000465549,Aeschylus_Eumenides-18
Aeschylus,0.000465549,Aeschylus_Eumenides-19
Aeschylus,0.000465549,Aeschylus_Eumenides-2
Aeschylus,0.000465549,Aeschylus_Eumenides-20
Aeschylus,0.000465549,Aeschylus_Eumenides-21
Aeschylus,0.000465549,Aeschylus_Eumenides-22
Aeschylus,0.000465549,Aeschylus_Eumenides-23
