author_rate,chunk_rate,chunk_ref,
0.2,0.008333333,Thucydides_Book1-11,
0.2,0.008333333,Thucydides_Book1-12,
0.2,0.008333333,Thucydides_Book1-13,
0.2,0.008333333,Thucydides_Book1-14,
0.2,0.008333333,Thucydides_Book1-15,
0.2,0.008333333,Thucydides_Book1-16,
0.2,0.008333333,Thucydides_Book1-17,
0.2,0.008333333,Thucydides_Book1-18,
0.2,0.008333333,Thucydides_Book1-19,
0.2,0.008333333,Thucydides_Book1-2,
0.2,0.008333333,Thucydides_Book1-20,
0.2,0.008333333,Thucydides_Book1-21,
0.2,0.008333333,Thucydides_Book1-22,
0.2,0.008333333,Thucydides_Book1-23,
0.2,0.008333333,Thucydides_Book1-24,
0.2,0.008333333,Thucydides_Book1-3,
0.2,0.008333333,Thucydides_Book1-4,
0.2,0.008333333,Thucydides_Book1-5,
0.2,0.008333333,Thucydides_Book1-6,
0.2,0.008333333,Thucydides_Book1-7,
0.2,0.008333333,Thucydides_Book1-8,
0.2,0.008333333,Thucydides_Book1-9,
