Author,prob_ratio,chunk_id
Aeschylus,0.000136166,Aeschylus_Agamemnon-1
Aeschylus,0.000136166,Aeschylus_Agamemnon-2
Aeschylus,0.000136166,Aeschylus_Agamemnon-3
Aeschylus,0.000136166,Aeschylus_Agamemnon-4
Aeschylus,0.000136166,Aeschylus_Agamemnon-5
Aeschylus,0.000136166,Aeschylus_Agamemnon-6
Aeschylus,0.000136166,Aeschylus_Agamemnon-7
Aeschylus,0.000136166,Aeschylus_Agamemnon-8
Aeschylus,0.000136166,Aeschylus_Agamemnon-9
Aeschylus,0.000136166,Aeschylus_Agamemnon-10
Aeschylus,0.000136166,Aeschylus_Agamemnon-11
Aeschylus,0.000136166,Aeschylus_Agamemnon-12
Aeschylus,0.000136166,Aeschylus_Agamemnon-13
Aeschylus,0.000136166,Aeschylus_Agamemnon-14
Aeschylus,0.000136166,Aeschylus_Agamemnon-15
Aeschylus,0.000136166,Aeschylus_Agamemnon-16
Aeschylus,0.000136166,Aeschylus_Agamemnon-17
Aeschylus,0.000136166,Aeschylus_Agamemnon-18
Aeschylus,0.000136166,Aeschylus_Agamemnon-19
Aeschylus,0.000136166,Aeschylus_Agamemnon-20
Aeschylus,0.000136166,Aeschylus_Agamemnon-21
Aeschylus,0.000136166,Aeschylus_Agamemnon-22
Aeschylus,0.000136166,Aeschylus_Agamemnon-23
Aeschylus,0.000136166,Aeschylus_Agamemnon-24
Aeschylus,0.000136166,Aeschylus_Agamemnon-25
Aeschylus,0.000136166,Aeschylus_Agamemnon-26
Aeschylus,0.000136166,Aeschylus_Agamemnon-27
Aeschylus,0.000136166,Aeschylus_Agamemnon-28
Aeschylus,0.000136166,Aeschylus_Agamemnon-29
Aeschylus,0.000136166,Aeschylus_Agamemnon-30
Aeschylus,0.000136166,Aeschylus_Agamemnon-31
Aeschylus,0.000136166,Aeschylus_Agamemnon-32
Aeschylus,0.000136166,Aeschylus_Agamemnon-33
Aeschylus,0.000136166,Aeschylus_Agamemnon-34
Aeschylus,0.000136166,Aeschylus_Agamemnon-35
Aeschylus,0.000136166,Aeschylus_Agamemnon-36
Aeschylus,0.000136166,Aeschylus_Agamemnon-37
Aeschylus,0.000136166,Aeschylus_Agamemnon-38
Aeschylus,0.000136166,Aeschylus_Agamemnon-39
Aeschylus,0.000136166,Aeschylus_Agamemnon-40
Aeschylus,0.000136166,Aeschylus_Agamemnon-41
Aeschylus,0.000136166,Aeschylus_Agamemnon-42
Aeschylus,0.000136166,Aeschylus_Agamemnon-43
Aeschylus,0.000136166,Aeschylus_Agamemnon-44
Aeschylus,0.000136166,Aeschylus_Agamemnon-45
Aeschylus,0.000136166,Aeschylus_Agamemnon-46
Aeschylus,0.000136166,Aeschylus_Agamemnon-47
Aeschylus,0.000136166,Aeschylus_Agamemnon-48
Aeschylus,0.000136166,Aeschylus_Agamemnon-49
Aeschylus,0.000136166,Aeschylus_Agamemnon-50
Aeschylus,0.000136166,Aeschylus_Agamemnon-51
Aeschylus,0.000136166,Aeschylus_Agamemnon-52
Aeschylus,0.000136166,Aeschylus_Agamemnon-53
Aeschylus,0.000136166,Aeschylus_Agamemnon-54
Aeschylus,0.000136166,Aeschylus_Agamemnon-55
Aeschylus,0.000136166,Aeschylus_Agamemnon-56
Aeschylus,0.000136166,Aeschylus_Agamemnon-57
Aeschylus,0.000136166,Aeschylus_Agamemnon-58
Aeschylus,0.000136166,Aeschylus_Agamemnon-59
Aeschylus,0.000136166,Aeschylus_Agamemnon-60
Aeschylus,0.000136166,Aeschylus_Agamemnon-61
Aeschylus,0.000136166,Aeschylus_Agamemnon-62
Aeschylus,0.000136166,Aeschylus_Agamemnon-63
Aeschylus,0.000136166,Aeschylus_Agamemnon-64
Aeschylus,0.000136166,Aeschylus_Agamemnon-65
Aeschylus,0.000136166,Aeschylus_Agamemnon-66
Aeschylus,0.000136166,Aeschylus_Agamemnon-67
Aeschylus,0.000136166,Aeschylus_Agamemnon-68
Aeschylus,0.000136166,Aeschylus_Agamemnon-69
Aeschylus,0.000136166,Aeschylus_Agamemnon-70
Aeschylus,0.000136166,Aeschylus_Agamemnon-71
Aeschylus,0.000136166,Aeschylus_Agamemnon-72
Aeschylus,0.000136166,Aeschylus_Agamemnon-73
Aeschylus,0.000136166,Aeschylus_Agamemnon-74
Aeschylus,0.000136166,Aeschylus_Agamemnon-75
Aeschylus,0.000136166,Aeschylus_Agamemnon-76
Aeschylus,0.000136166,Aeschylus_Agamemnon-77
Aeschylus,0.000136166,Aeschylus_Agamemnon-78
Aeschylus,0.000136166,Aeschylus_Agamemnon-79
Aeschylus,0.000136166,Aeschylus_Agamemnon-80
Aeschylus,0.000136166,Aeschylus_Agamemnon-81
Aeschylus,0.000136166,Aeschylus_Agamemnon-82
Aeschylus,0.000136166,Aeschylus_Agamemnon-83
Aeschylus,0.000136166,Aeschylus_Agamemnon-84
Aeschylus,0.000136166,Aeschylus_Agamemnon-85
Aeschylus,0.000136166,Aeschylus_Agamemnon-86
Aeschylus,0.000136166,Aeschylus_Agamemnon-87
Aeschylus,0.000136166,Aeschylus_Agamemnon-88
Aeschylus,0.000136166,Aeschylus_Agamemnon-89
Aeschylus,0.000136166,Aeschylus_Agamemnon-90
Aeschylus,0.000136166,Aeschylus_Agamemnon-91
Aeschylus,0.000136166,Aeschylus_Agamemnon-92
Aeschylus,0.000136166,Aeschylus_Agamemnon-93
Aeschylus,0.000136166,Aeschylus_Agamemnon-94
Aeschylus,0.000136166,Aeschylus_Agamemnon-95
Aeschylus,0.000136166,Aeschylus_Agamemnon-96
Aeschylus,0.000136166,Aeschylus_Agamemnon-97
Aeschylus,0.000136166,Aeschylus_Agamemnon-98
Aeschylus,0.000136166,Aeschylus_Agamemnon-99
Aeschylus,0.000136166,Aeschylus_Agamemnon-100
Aeschylus,0.000136166,Aeschylus_Agamemnon-101
Aeschylus,0.000136166,Aeschylus_Agamemnon-102
Aeschylus,0.000136166,Aeschylus_Agamemnon-103
Aeschylus,0.000136166,Aeschylus_Agamemnon-104
Aeschylus,0.000136166,Aeschylus_Agamemnon-105
Aeschylus,0.000136166,Aeschylus_Agamemnon-106
Aeschylus,0.000136166,Aeschylus_Agamemnon-107
Aeschylus,0.000136166,Aeschylus_Agamemnon-108
Aeschylus,0.000136166,Aeschylus_Agamemnon-109
Aeschylus,0.000136166,Aeschylus_Agamemnon-110
Aeschylus,0.000136166,Aeschylus_Agamemnon-111
Aeschylus,0.000136166,Aeschylus_Agamemnon-112
Aeschylus,0.000136166,Aeschylus_Agamemnon-113
Aeschylus,0.000136166,Aeschylus_Agamemnon-114
Aeschylus,0.000136166,Aeschylus_Agamemnon-115
Aeschylus,0.000136166,Aeschylus_Agamemnon-116
Aeschylus,0.000136166,Aeschylus_Agamemnon-117
Aeschylus,0.000136166,Aeschylus_Agamemnon-118
Aeschylus,0.000136166,Aeschylus_Agamemnon-119
Aeschylus,0.000136166,Aeschylus_Agamemnon-120
Aeschylus,0.000136166,Aeschylus_Agamemnon-121
Aeschylus,0.000136166,Aeschylus_Agamemnon-122
Aeschylus,0.000136166,Aeschylus_Agamemnon-123
Aeschylus,0.000136166,Aeschylus_Agamemnon-124
Aeschylus,0.000136166,Aeschylus_Agamemnon-125
Aeschylus,0.000136166,Aeschylus_Agamemnon-126
Aeschylus,0.000136166,Aeschylus_Agamemnon-127
Aeschylus,0.000136166,Aeschylus_Agamemnon-128
Aeschylus,0.000136166,Aeschylus_Ch-1
Aeschylus,0.000136166,Aeschylus_Ch-2
Aeschylus,0.000136166,Aeschylus_Ch-3
Aeschylus,0.000136166,Aeschylus_Ch-4
Aeschylus,0.000136166,Aeschylus_Ch-5
Aeschylus,0.000136166,Aeschylus_Ch-6
Aeschylus,0.000136166,Aeschylus_Ch-7
Aeschylus,0.000136166,Aeschylus_Ch-8
Aeschylus,0.000136166,Aeschylus_Ch-9
Aeschylus,0.000136166,Aeschylus_Ch-10
Aeschylus,0.000136166,Aeschylus_Ch-11
Aeschylus,0.000136166,Aeschylus_Ch-12
Aeschylus,0.000136166,Aeschylus_Ch-13
Aeschylus,0.000136166,Aeschylus_Ch-14
Aeschylus,0.000136166,Aeschylus_Ch-15
Aeschylus,0.000136166,Aeschylus_Ch-16
Aeschylus,0.000136166,Aeschylus_Ch-17
Aeschylus,0.000136166,Aeschylus_Ch-18
Aeschylus,0.000136166,Aeschylus_Ch-19
Aeschylus,0.000136166,Aeschylus_Ch-20
Aeschylus,0.000136166,Aeschylus_Ch-21
Aeschylus,0.000136166,Aeschylus_Ch-22
Aeschylus,0.000136166,Aeschylus_Ch-23
Aeschylus,0.000136166,Aeschylus_Ch-24
Aeschylus,0.000136166,Aeschylus_Ch-25
Aeschylus,0.000136166,Aeschylus_Ch-26
Aeschylus,0.000136166,Aeschylus_Ch-27
Aeschylus,0.000136166,Aeschylus_Ch-28
Aeschylus,0.000136166,Aeschylus_Ch-29
Aeschylus,0.000136166,Aeschylus_Ch-30
Aeschylus,0.000136166,Aeschylus_Ch-31
Aeschylus,0.000136166,Aeschylus_Ch-32
Aeschylus,0.000136166,Aeschylus_Ch-33
Aeschylus,0.000136166,Aeschylus_Ch-34
Aeschylus,0.000136166,Aeschylus_Ch-35
Aeschylus,0.000136166,Aeschylus_Ch-36
Aeschylus,0.000136166,Aeschylus_Ch-37
Aeschylus,0.000136166,Aeschylus_Ch-38
Aeschylus,0.000136166,Aeschylus_Ch-39
Aeschylus,0.000136166,Aeschylus_Ch-40
Aeschylus,0.000136166,Aeschylus_Ch-41
Aeschylus,0.000136166,Aeschylus_Ch-42
Aeschylus,0.000136166,Aeschylus_Ch-43
Aeschylus,0.000136166,Aeschylus_Ch-44
Aeschylus,0.000136166,Aeschylus_Ch-45
Aeschylus,0.000136166,Aeschylus_Ch-46
Aeschylus,0.000136166,Aeschylus_Ch-47
Aeschylus,0.000136166,Aeschylus_Ch-48
Aeschylus,0.000136166,Aeschylus_Ch-49
Aeschylus,0.000136166,Aeschylus_Ch-50
Aeschylus,0.000136166,Aeschylus_Ch-51
Aeschylus,0.000136166,Aeschylus_Ch-52
Aeschylus,0.000136166,Aeschylus_Ch-53
Aeschylus,0.000136166,Aeschylus_Ch-54
Aeschylus,0.000136166,Aeschylus_Ch-55
Aeschylus,0.000136166,Aeschylus_Ch-56
Aeschylus,0.000136166,Aeschylus_Ch-57
Aeschylus,0.000136166,Aeschylus_Ch-58
Aeschylus,0.000136166,Aeschylus_Ch-59
Aeschylus,0.000136166,Aeschylus_Ch-60
Aeschylus,0.000136166,Aeschylus_Ch-61
Aeschylus,0.000136166,Aeschylus_Ch-62
Aeschylus,0.000136166,Aeschylus_Ch-63
Aeschylus,0.000136166,Aeschylus_Ch-64
Aeschylus,0.000136166,Aeschylus_Ch-65
Aeschylus,0.000136166,Aeschylus_Ch-66
Aeschylus,0.000136166,Aeschylus_Ch-67
Aeschylus,0.000136166,Aeschylus_Ch-68
Aeschylus,0.000136166,Aeschylus_Ch-69
Aeschylus,0.000136166,Aeschylus_Ch-70
Aeschylus,0.000136166,Aeschylus_Ch-71
Aeschylus,0.000136166,Aeschylus_Ch-72
Aeschylus,0.000136166,Aeschylus_Ch-73
Aeschylus,0.000136166,Aeschylus_Ch-74
Aeschylus,0.000136166,Aeschylus_Eumenides-1
Aeschylus,0.000136166,Aeschylus_Eumenides-2
Aeschylus,0.000136166,Aeschylus_Eumenides-3
Aeschylus,0.000136166,Aeschylus_Eumenides-4
Aeschylus,0.000136166,Aeschylus_Eumenides-5
Aeschylus,0.000136166,Aeschylus_Eumenides-6
Aeschylus,0.000136166,Aeschylus_Eumenides-7
Aeschylus,0.000136166,Aeschylus_Eumenides-8
Aeschylus,0.000136166,Aeschylus_Eumenides-9
Aeschylus,0.000136166,Aeschylus_Eumenides-10
Aeschylus,0.000136166,Aeschylus_Eumenides-11
Aeschylus,0.000136166,Aeschylus_Eumenides-12
Aeschylus,0.000136166,Aeschylus_Eumenides-13
Aeschylus,0.000136166,Aeschylus_Eumenides-14
Aeschylus,0.000136166,Aeschylus_Eumenides-15
Aeschylus,0.000136166,Aeschylus_Eumenides-16
Aeschylus,0.000136166,Aeschylus_Eumenides-17
Aeschylus,0.000136166,Aeschylus_Eumenides-18
Aeschylus,0.000136166,Aeschylus_Eumenides-19
Aeschylus,0.000136166,Aeschylus_Eumenides-20
Aeschylus,0.000136166,Aeschylus_Eumenides-21
Aeschylus,0.000136166,Aeschylus_Eumenides-22
Aeschylus,0.000136166,Aeschylus_Eumenides-23
Aeschylus,0.000136166,Aeschylus_Eumenides-24
Aeschylus,0.000136166,Aeschylus_Eumenides-25
Aeschylus,0.000136166,Aeschylus_Eumenides-26
Aeschylus,0.000136166,Aeschylus_Eumenides-27
Aeschylus,0.000136166,Aeschylus_Eumenides-28
Aeschylus,0.000136166,Aeschylus_Eumenides-29
Aeschylus,0.000136166,Aeschylus_Eumenides-30
Aeschylus,0.000136166,Aeschylus_Eumenides-31
Aeschylus,0.000136166,Aeschylus_Eumenides-32
Aeschylus,0.000136166,Aeschylus_Eumenides-33
Aeschylus,0.000136166,Aeschylus_Eumenides-34
Aeschylus,0.000136166,Aeschylus_Eumenides-35
Aeschylus,0.000136166,Aeschylus_Eumenides-36
Aeschylus,0.000136166,Aeschylus_Eumenides-37
Aeschylus,0.000136166,Aeschylus_Eumenides-38
Aeschylus,0.000136166,Aeschylus_Eumenides-39
Aeschylus,0.000136166,Aeschylus_Eumenides-40
Aeschylus,0.000136166,Aeschylus_Eumenides-41
Aeschylus,0.000136166,Aeschylus_Eumenides-42
Aeschylus,0.000136166,Aeschylus_Eumenides-43
Aeschylus,0.000136166,Aeschylus_Eumenides-44
Aeschylus,0.000136166,Aeschylus_Eumenides-45
Aeschylus,0.000136166,Aeschylus_Eumenides-46
Aeschylus,0.000136166,Aeschylus_Eumenides-47
Aeschylus,0.000136166,Aeschylus_Eumenides-48
Aeschylus,0.000136166,Aeschylus_Eumenides-49
Aeschylus,0.000136166,Aeschylus_Eumenides-50
Aeschylus,0.000136166,Aeschylus_Eumenides-51
Aeschylus,0.000136166,Aeschylus_Eumenides-52
Aeschylus,0.000136166,Aeschylus_Eumenides-53
Aeschylus,0.000136166,Aeschylus_Eumenides-54
Aeschylus,0.000136166,Aeschylus_Eumenides-55
Aeschylus,0.000136166,Aeschylus_Eumenides-56
Aeschylus,0.000136166,Aeschylus_Eumenides-57
Aeschylus,0.000136166,Aeschylus_Eumenides-58
Aeschylus,0.000136166,Aeschylus_Eumenides-59
Aeschylus,0.000136166,Aeschylus_Eumenides-60
Aeschylus,0.000136166,Aeschylus_Eumenides-61
Aeschylus,0.000136166,Aeschylus_Eumenides-62
Aeschylus,0.000136166,Aeschylus_Eumenides-63
Aeschylus,0.000136166,Aeschylus_Eumenides-64
Aeschylus,0.000136166,Aeschylus_Eumenides-65
Aeschylus,0.000136166,Aeschylus_Eumenides-66
Aeschylus,0.000136166,Aeschylus_Eumenides-67
Aeschylus,0.000136166,Aeschylus_Eumenides-68
Aeschylus,0.000136166,Aeschylus_Eumenides-69
Aeschylus,0.000136166,Aeschylus_Eumenides-70
Aeschylus,0.000136166,Aeschylus_Eumenides-71
Aeschylus,0.000136166,Aeschylus_Eumenides-72
Aeschylus,0.000136166,Aeschylus_Eumenides-73
Aeschylus,0.000136166,Aeschylus_Eumenides-74
Aeschylus,0.000136166,Aeschylus_Eumenides-75
Aeschylus,0.000136166,Aeschylus_Eumenides-76
Aeschylus,0.000136166,Aeschylus_Eumenides-77
Aeschylus,0.000136166,Aeschylus_Eumenides-78
Aeschylus,0.000136166,Aeschylus_Eumenides-79
Aeschylus,0.000136166,Aeschylus_Eumenides-80
Aeschylus,0.000136166,Aeschylus_Eumenides-81
Aeschylus,0.000136166,Aeschylus_Eumenides-82
Aeschylus,0.000136166,Aeschylus_Persians-1
Aeschylus,0.000136166,Aeschylus_Persians-2
Aeschylus,0.000136166,Aeschylus_Persians-3
Aeschylus,0.000136166,Aeschylus_Persians-4
Aeschylus,0.000136166,Aeschylus_Persians-5
Aeschylus,0.000136166,Aeschylus_Persians-6
Aeschylus,0.000136166,Aeschylus_Persians-7
Aeschylus,0.000136166,Aeschylus_Persians-8
Aeschylus,0.000136166,Aeschylus_Persians-9
Aeschylus,0.000136166,Aeschylus_Persians-10
Aeschylus,0.000136166,Aeschylus_Persians-11
Aeschylus,0.000136166,Aeschylus_Persians-12
Aeschylus,0.000136166,Aeschylus_Persians-13
Aeschylus,0.000136166,Aeschylus_Persians-14
Aeschylus,0.000136166,Aeschylus_Persians-15
Aeschylus,0.000136166,Aeschylus_Persians-16
Aeschylus,0.000136166,Aeschylus_Persians-17
Aeschylus,0.000136166,Aeschylus_Persians-18
Aeschylus,0.000136166,Aeschylus_Persians-19
Aeschylus,0.000136166,Aeschylus_Persians-20
Aeschylus,0.000136166,Aeschylus_Persians-21
Aeschylus,0.000136166,Aeschylus_Persians-22
Aeschylus,0.000136166,Aeschylus_Persians-23
Aeschylus,0.000136166,Aeschylus_Persians-24
Aeschylus,0.000136166,Aeschylus_Persians-25
Aeschylus,0.000136166,Aeschylus_Persians-26
Aeschylus,0.000136166,Aeschylus_Persians-27
Aeschylus,0.000136166,Aeschylus_Persians-28
Aeschylus,0.000136166,Aeschylus_Persians-29
Aeschylus,0.000136166,Aeschylus_Persians-30
Aeschylus,0.000136166,Aeschylus_Persians-31
Aeschylus,0.000136166,Aeschylus_Persians-32
Aeschylus,0.000136166,Aeschylus_Persians-33
Aeschylus,0.000136166,Aeschylus_Persians-34
Aeschylus,0.000136166,Aeschylus_Persians-35
Aeschylus,0.000136166,Aeschylus_Persians-36
Aeschylus,0.000136166,Aeschylus_Persians-37
Aeschylus,0.000136166,Aeschylus_Persians-38
Aeschylus,0.000136166,Aeschylus_Persians-39
Aeschylus,0.000136166,Aeschylus_Persians-40
Aeschylus,0.000136166,Aeschylus_Persians-41
Aeschylus,0.000136166,Aeschylus_Persians-42
Aeschylus,0.000136166,Aeschylus_Persians-43
Aeschylus,0.000136166,Aeschylus_Persians-44
Aeschylus,0.000136166,Aeschylus_Persians-45
Aeschylus,0.000136166,Aeschylus_Persians-46
Aeschylus,0.000136166,Aeschylus_Persians-47
Aeschylus,0.000136166,Aeschylus_Persians-48
Aeschylus,0.000136166,Aeschylus_Persians-49
Aeschylus,0.000136166,Aeschylus_Persians-50
Aeschylus,0.000136166,Aeschylus_Persians-51
Aeschylus,0.000136166,Aeschylus_Persians-52
Aeschylus,0.000136166,Aeschylus_Persians-53
