"","x"
"1","atr-l"
"2","atr-l"
"3","auxp-r"
"4","auxp-r"
"5","auxy-d"
"6","auxy-d"
"7","coord-c"
"8","coord-c"
"9","obj-n"
"10","obj-n"
"11","adv-v"
"12","adv-v"
"13","auxk-u"
"14","auxk-u"
"15","#-auxk-u"
"16","#-auxk-u"
"17","atr-a"
"18","atr-a"
"19","adv-n"
"20","adv-n"
"21","sbj-n"
"22","sbj-n"
"23","atr-n"
"24","atr-n"
"25","obj-n-atr-l"
"26","obj-n-atr-l"
"27","pred-v"
"28","pred-v"
"29","#-pred-v"
"30","#-pred-v"
"31","pred-v-auxy-d"
"32","pred-v-auxy-d"
"33","#-pred-v-auxy-d"
"34","#-pred-v-auxy-d"
"35","coord-c-auxy-d"
"36","coord-c-auxy-d"
"37","auxp-r-adv-n"
"38","auxp-r-adv-n"
"39","auxz-d"
"40","auxz-d"
"41","adv-d"
"42","adv-d"
"43","pred_co-v"
"44","pred_co-v"
"45","obj-v"
"46","obj-v"
"47","coord-c-pred_co-v"
"48","coord-c-pred_co-v"
"49","sbj-n-atr-l"
"50","sbj-n-atr-l"
"51","adv-n-atr-l"
"52","adv-n-atr-l"
"53","#-coord-c-pred_co-v"
"54","#-coord-c-pred_co-v"
"55","adv_co-v"
"56","adv_co-v"
"57","atr-n-atr-l"
"58","atr-n-atr-l"
"59","coord-c-adv_co-v"
"60","coord-c-adv_co-v"
"61","obj-p"
"62","obj-p"
"63","atr-v"
"64","atr-v"
"65","auxc-c"
"66","auxc-c"
"67","auxp-r-adv-n-atr-l"
"68","auxp-r-adv-n-atr-l"
"69","#-coord-c-auxy-d"
"70","#-coord-c-auxy-d"
"71","pred-v-adv-v"
"72","pred-v-adv-v"
"73","#-pred-v-adv-v"
"74","#-pred-v-adv-v"
"75","adv-v-auxp-r"
"76","adv-v-auxp-r"
"77","pred-v-auxp-r"
"78","pred-v-auxp-r"
"79","#-pred-v-auxp-r"
"80","#-pred-v-auxp-r"
"81","obj_co-n"
"82","obj_co-n"
"83","sbj-p"
"84","sbj-p"
"85","obj-n-atr-a"
"86","obj-n-atr-a"
"87","pred-v-sbj-n"
"88","pred-v-sbj-n"
"89","#-pred-v-sbj-n"
"90","#-pred-v-sbj-n"
"91","coord-c-obj_co-n"
"92","coord-c-obj_co-n"
"93","adv-a"
"94","adv-a"
"95","#-coord-c"
"96","#-coord-c"
"97","obj_co-v"
"98","obj_co-v"
"99","adv-v-obj-n"
"100","adv-v-obj-n"
"101","adv-p"
"102","adv-p"
"103","coord-c-obj_co-v"
"104","coord-c-obj_co-v"
"105","auxp-r-obj-n"
"106","auxp-r-obj-n"
"107","auxc-c-adv-v"
"108","auxc-c-adv-v"
"109","pnom-a"
"110","pnom-a"
"111","#-pred-v-coord-c"
"112","#-pred-v-coord-c"
"113","pred-v-coord-c"
"114","pred-v-coord-c"
"115","adv-n-atr-a"
"116","adv-n-atr-a"
"117","auxp-r-atr-n"
"118","auxp-r-atr-n"
"119","atr-p"
"120","atr-p"
"121","adv_co-n"
"122","adv_co-n"
"123","obj-a"
"124","obj-a"
"125","pred_co-v-auxp-r"
"126","pred_co-v-auxp-r"
"127","coord-c-pred_co-v-auxp-r"
"128","coord-c-pred_co-v-auxp-r"
"129","auxp-r-adv-p"
"130","auxp-r-adv-p"
"131","#-pred-v-coord-c-adv_co-v"
"132","#-pred-v-coord-c-adv_co-v"
"133","pred-v-coord-c-adv_co-v"
"134","pred-v-coord-c-adv_co-v"
"135","coord-c-coord-c"
"136","coord-c-coord-c"
"137","pred_co-v-obj-n"
"138","pred_co-v-obj-n"
"139","coord-c-pred_co-v-obj-n"
"140","coord-c-pred_co-v-obj-n"
"141","pred_co-v-adv-v"
"142","pred_co-v-adv-v"
"143","pred-v-sbj-n-atr-l"
"144","pred-v-sbj-n-atr-l"
"145","#-pred-v-sbj-n-atr-l"
"146","#-pred-v-sbj-n-atr-l"
"147","sbj-v"
"148","sbj-v"
"149","pnom-n"
"150","pnom-n"
"151","pred-v-obj-n"
"152","pred-v-obj-n"
"153","#-pred-v-obj-n"
"154","#-pred-v-obj-n"
"155","coord-c-pred_co-v-adv-v"
"156","coord-c-pred_co-v-adv-v"
"157","adv-v-obj-n-atr-l"
"158","adv-v-obj-n-atr-l"
"159","obj-v-auxp-r"
"160","obj-v-auxp-r"
"161","#-coord-c-pred_co-v-auxp-r"
"162","#-coord-c-pred_co-v-auxp-r"
"163","coord-c-adv_co-n"
"164","coord-c-adv_co-n"
"165","adv-v-sbj-n"
"166","adv-v-sbj-n"
"167","obj-n-atr-n"
"168","obj-n-atr-n"
"169","sbj-n-atr-a"
"170","sbj-n-atr-a"
"171","auxp-r-obj-n-atr-l"
"172","auxp-r-obj-n-atr-l"
"173","adv-v-auxp-r-adv-n"
"174","adv-v-auxp-r-adv-n"
"175","pred-v-obj-v"
"176","pred-v-obj-v"
"177","#-pred-v-obj-v"
"178","#-pred-v-obj-v"
"179","#-coord-c-pred_co-v-obj-n"
"180","#-coord-c-pred_co-v-obj-n"
"181","#-coord-c-pred_co-v-adv-v"
"182","#-coord-c-pred_co-v-adv-v"
"183","obj-v-obj-n"
"184","obj-v-obj-n"
"185","sbj_co-n"
"186","sbj_co-n"
"187","adv_co-v-obj-n"
"188","adv_co-v-obj-n"
"189","#-pred-v-auxc-c"
"190","#-pred-v-auxc-c"
"191","pred-v-auxc-c"
"192","pred-v-auxc-c"
"193","pred-v-adv-d"
"194","pred-v-adv-d"
"195","#-pred-v-auxp-r-adv-n"
"196","#-pred-v-auxp-r-adv-n"
"197","pred-v-auxp-r-adv-n"
"198","pred-v-auxp-r-adv-n"
"199","#-pred-v-adv-d"
"200","#-pred-v-adv-d"
"201","adv_co-v-auxp-r"
"202","adv_co-v-auxp-r"
"203","coord-c-adv_co-v-obj-n"
"204","coord-c-adv_co-v-obj-n"
"205","auxp-r-adv-n-atr-a"
"206","auxp-r-adv-n-atr-a"
"207","coord-c-sbj_co-n"
"208","coord-c-sbj_co-n"
"209","coord-c-adv_co-v-auxp-r"
"210","coord-c-adv_co-v-auxp-r"
"211","adv-v-obj-v"
"212","adv-v-obj-v"
"213","atr_co-a"
"214","atr_co-a"
"215","atr-v-auxp-r"
"216","atr-v-auxp-r"
"217","adv-v-adv-d"
"218","adv-v-adv-d"
"219","obj-n-atr-v"
"220","obj-n-atr-v"
"221","coord-c-atr_co-a"
"222","coord-c-atr_co-a"
"223","sbj-a"
"224","sbj-a"
"225","coord-c-auxp-r"
"226","coord-c-auxp-r"
"227","sbj-n-atr-n"
"228","sbj-n-atr-n"
"229","auxp-r-atr-n-atr-l"
"230","auxp-r-atr-n-atr-l"
"231","pred_co-v-obj-n-atr-l"
"232","pred_co-v-obj-n-atr-l"
"233","obj_co-n-atr-l"
"234","obj_co-n-atr-l"
"235","coord-c-pred_co-v-obj-n-atr-l"
"236","coord-c-pred_co-v-obj-n-atr-l"
"237","adv-v-coord-c"
"238","adv-v-coord-c"
"239","pred-v-adv-v-auxp-r"
"240","pred-v-adv-v-auxp-r"
"241","#-pred-v-adv-v-auxp-r"
"242","#-pred-v-adv-v-auxp-r"
"243","coord-c-obj_co-n-atr-l"
"244","coord-c-obj_co-n-atr-l"
"245","atr_co-n"
"246","atr_co-n"
"247","coord-c-coord-c-adv_co-v"
"248","coord-c-coord-c-adv_co-v"
"249","coord-c-sbj-n"
"250","coord-c-sbj-n"
"251","pred-v-obj-n-atr-l"
"252","pred-v-obj-n-atr-l"
"253","#-pred-v-obj-n-atr-l"
"254","#-pred-v-obj-n-atr-l"
"255","obj-a-atr-l"
"256","obj-a-atr-l"
"257","pred_co-v-sbj-n"
"258","pred_co-v-sbj-n"
"259","auxp-r-coord-c-adv_co-n"
"260","auxp-r-coord-c-adv_co-n"
"261","adv-v-sbj-n-atr-l"
"262","adv-v-sbj-n-atr-l"
"263","coord-c-atr_co-n"
"264","coord-c-atr_co-n"
"265","coord-c-pred_co-v-sbj-n"
"266","coord-c-pred_co-v-sbj-n"
"267","coord-c-coord-c-pred_co-v"
"268","coord-c-coord-c-pred_co-v"
"269","obj-v-atr-l"
"270","obj-v-atr-l"
"271","auxp-r-coord-c"
"272","auxp-r-coord-c"
"273","adv-v-obj-p"
"274","adv-v-obj-p"
"275","auxp-r-adv-a"
"276","auxp-r-adv-a"
"277","pred_co-v-auxp-r-adv-n"
"278","pred_co-v-auxp-r-adv-n"
"279","#-coord-c-pred_co-v-obj-n-atr-l"
"280","#-coord-c-pred_co-v-obj-n-atr-l"
"281","coord-c-pred_co-v-auxp-r-adv-n"
"282","coord-c-pred_co-v-auxp-r-adv-n"
"283","#-pred-v-auxc-c-adv-v"
"284","#-pred-v-auxc-c-adv-v"
"285","pred-v-auxc-c-adv-v"
"286","pred-v-auxc-c-adv-v"
"287","obj-v-obj-n-atr-l"
"288","obj-v-obj-n-atr-l"
"289","adv-v-auxz-d"
"290","adv-v-auxz-d"
"291","pred_co-v-adv-d"
"292","pred_co-v-adv-d"
"293","#-coord-c-coord-c-pred_co-v"
"294","#-coord-c-coord-c-pred_co-v"
"295","#-coord-c-pred_co-v-sbj-n"
"296","#-coord-c-pred_co-v-sbj-n"
"297","pred-v-adv-v-obj-n"
"298","pred-v-adv-v-obj-n"
"299","adv-v-auxp-r-adv-n-atr-l"
"300","adv-v-auxp-r-adv-n-atr-l"
"301","#-pred-v-adv-v-obj-n"
"302","#-pred-v-adv-v-obj-n"
"303","adv-a-atr-l"
"304","adv-a-atr-l"
"305","obj-n-atr-n-atr-l"
"306","obj-n-atr-n-atr-l"
"307","pred_co-v-coord-c"
"308","pred_co-v-coord-c"
"309","adv-n-atr-n"
"310","adv-n-atr-n"
"311","coord-c-pred_co-v-adv-d"
"312","coord-c-pred_co-v-adv-d"
"313","obj-v-sbj-n"
"314","obj-v-sbj-n"
"315","adv_co-v-obj-n-atr-l"
"316","adv_co-v-obj-n-atr-l"
"317","sbj-l"
"318","sbj-l"
"319","coord-c-adv_co-v-obj-n-atr-l"
"320","coord-c-adv_co-v-obj-n-atr-l"
"321","#-pred-v-coord-c-auxy-d"
"322","#-pred-v-coord-c-auxy-d"
"323","pred-v-coord-c-auxy-d"
"324","pred-v-coord-c-auxy-d"
"325","coord-c-pred_co-v-coord-c"
"326","coord-c-pred_co-v-coord-c"
"327","atr_co-v"
"328","atr_co-v"
